order_item_id,order_id,product_id,quantity
522,100417,5009,4
523,100273,5031,5
524,100383,5040,1
525,100471,5047,1
526,100327,5030,2
527,100048,5048,2
528,100336,5005,4
529,100415,5037,2
530,100470,5002,1
531,100317,5001,1
532,100303,5007,3
533,100168,5024,5
534,100167,5024,5
535,100454,5045,5
536,100090,5042,1
537,100319,5003,5
538,100452,5047,3
539,100209,5008,2
540,100085,5017,5
541,100143,5025,4
542,100338,5044,1
543,100396,5036,4
544,100385,5040,3
545,100340,5006,3
546,100019,5020,4
547,100174,5039,5
548,100478,5012,2
549,100039,5020,2
550,100209,5009,3
551,100304,5028,4
552,100351,5002,2
553,100453,5012,2
554,100351,5005,3
555,100299,5013,5
556,100381,5027,3
557,100114,5033,5
558,100132,5038,2
559,100323,5048,1
560,100448,5020,2
561,100217,5040,1
562,100039,5001,5
563,100127,5004,3
564,100189,5038,2
565,100011,5018,1
566,100220,5033,3
567,100274,5002,4
568,100022,5035,3
569,100388,5040,1
570,100138,5022,1
571,100187,5045,5
572,100098,5037,2
573,100227,5012,5
574,100165,5017,1
575,100075,5013,3
576,100206,5008,2
577,100374,5040,1
578,100323,5035,2
579,100481,5031,1
580,100380,5034,3
581,100240,5035,2
582,100107,5004,5
583,100132,5006,1
584,100303,5012,3
585,100099,5046,5
586,100193,5027,4
587,100164,5034,4
588,100234,5038,2
589,100046,5037,5
590,100090,5039,4
591,100065,5017,5
592,100400,5014,5
593,100349,5032,4
594,100256,5013,3
595,100246,5022,4
596,100481,5031,3
597,100216,5021,1
598,100464,5004,5
599,100299,5013,4
600,100135,5002,2
601,100348,5032,3
602,100328,5021,4
603,100388,5043,4
604,100160,5018,5
605,100406,5040,1
606,100228,5014,1
607,100287,5018,2
608,100455,5002,5
609,100321,5026,2
610,100177,5003,1
611,100258,5009,5
612,100071,5026,2
613,100239,5042,1
614,100144,5044,2
615,100267,5023,4
616,100341,5015,3
617,100239,5022,1
618,100489,5033,4
619,100154,5026,5
620,100299,5044,3
621,100457,5038,1
622,100457,5050,1
623,100282,5004,4
624,100304,5024,2
625,100176,5014,5
626,100430,5032,3
627,100366,5023,3
628,100196,5002,5
629,100474,5005,1
630,100048,5030,1
631,100271,5018,3
632,100220,5035,5
633,100183,5011,4
634,100425,5048,2
635,100203,5020,5
636,100429,5027,1
637,100156,5041,5
638,100288,5021,4
639,100158,5003,4
640,100373,5027,5
641,100470,5031,5
642,100344,5033,3
643,100433,5011,1
644,100107,5008,1
645,100360,5003,3
646,100108,5036,3
647,100093,5042,3
648,100050,5032,3
649,100361,5002,1
650,100444,5038,4
651,100448,5019,5
652,100298,5038,2
653,100067,5011,4
654,100243,5017,5
655,100373,5036,3
656,100435,5044,4
657,100204,5009,2
658,100028,5002,4
659,100131,5048,2
660,100103,5021,2
661,100264,5018,5
662,100457,5009,4
663,100352,5022,1
664,100208,5045,3
665,100126,5047,2
666,100337,5021,5
667,100285,5003,5
668,100321,5036,1
669,100309,5005,4
670,100170,5013,4
671,100063,5006,5
672,100471,5040,4
673,100165,5036,4
674,100029,5025,5
675,100230,5011,3
676,100051,5028,3
677,100395,5027,1
678,100394,5007,4
679,100196,5029,5
680,100473,5015,4
681,100363,5009,1
682,100435,5001,1
683,100081,5005,4
684,100389,5037,2
685,100388,5037,5
686,100272,5044,2
687,100258,5049,4
688,100356,5038,3
689,100086,5045,2
690,100315,5009,1
691,100350,5004,5
692,100259,5035,1
693,100146,5044,4
694,100285,5019,1
695,100407,5009,3
696,100335,5047,4
697,100005,5010,4
698,100441,5021,4
699,100114,5025,4
700,100236,5022,2
701,100415,5049,3
702,100184,5017,4
703,100393,5013,1
704,100471,5010,5
705,100272,5006,1
706,100199,5002,1
707,100480,5037,2
708,100151,5038,5
709,100417,5007,5
710,100277,5027,3
711,100062,5035,4
712,100441,5006,1
713,100283,5002,3
714,100031,5023,2
715,100449,5037,1
716,100010,5010,3
717,100383,5018,4
718,100496,5028,2
719,100135,5016,3
720,100426,5030,3
721,100090,5009,5
722,100205,5020,2
723,100266,5004,5
724,100101,5033,2
725,100103,5026,5
726,100414,5015,2
727,100045,5014,3
728,100308,5025,3
729,100267,5017,5
730,100400,5037,2
731,100451,5048,5
732,100425,5037,5
733,100022,5015,1
734,100138,5032,4
735,100438,5042,1
736,100022,5044,3
737,100388,5038,1
738,100391,5035,3
739,100172,5032,4
740,100449,5032,3
741,100396,5040,1
742,100112,5009,4
743,100183,5013,5
744,100489,5037,5
745,100426,5044,5
746,100358,5006,3
747,100302,5050,4
748,100457,5001,1
749,100042,5049,3
750,100359,5007,4
751,100100,5047,5
752,100088,5001,2
753,100265,5017,5
754,100251,5022,3
755,100336,5016,5
756,100158,5022,5
757,100098,5015,3
758,100425,5038,3
759,100226,5019,3
760,100200,5048,5
761,100349,5016,2
762,100312,5030,1
763,100493,5038,3
764,100365,5036,2
765,100295,5032,3
766,100300,5007,5
767,100054,5037,3
768,100255,5018,3
769,100470,5030,4
770,100146,5049,4
771,100474,5004,3
772,100009,5040,5
773,100212,5050,3
774,100405,5022,3
775,100354,5011,4
776,100078,5035,5
777,100419,5026,4
778,100035,5027,4
779,100091,5045,3
780,100189,5020,2
781,100272,5019,3
782,100475,5026,3
783,100159,5036,5
784,100247,5030,2
785,100403,5020,3
786,100164,5026,3
787,100467,5037,1
788,100004,5046,1
789,100156,5037,5
790,100378,5027,4
791,100298,5013,3
792,100082,5049,5
793,100497,5024,5
794,100201,5015,4
795,100106,5020,3
796,100231,5043,1
797,100039,5046,1
798,100268,5005,3
799,100131,5016,5
800,100456,5004,1
801,100335,5032,1
802,100173,5002,5
803,100267,5032,3
804,100305,5032,3
805,100240,5027,4
806,100314,5014,3
807,100039,5030,2
808,100450,5042,4
809,100414,5034,2
810,100051,5048,2
811,100365,5038,3
812,100312,5022,2
813,100080,5025,2
814,100257,5050,2
815,100487,5015,1
816,100488,5001,4
817,100384,5008,3
818,100031,5017,4
819,100179,5040,3
820,100253,5037,2
821,100206,5003,2
822,100081,5041,1
823,100488,5028,3
824,100432,5007,3
825,100307,5006,4
826,100250,5017,4
827,100239,5014,1
828,100121,5047,2
829,100109,5035,3
830,100307,5047,2
831,100031,5009,3
832,100439,5007,4
833,100343,5030,4
834,100091,5028,1
835,100103,5027,5
836,100412,5010,4
837,100209,5004,5
838,100087,5029,2
839,100253,5038,3
840,100229,5013,5
841,100380,5013,5
842,100362,5016,1
843,100001,5040,3
844,100021,5046,4
845,100434,5024,5
846,100269,5015,4
847,100369,5036,3
848,100012,5009,3
849,100351,5050,5
850,100490,5025,5
851,100119,5010,5
852,100379,5009,5
853,100487,5013,3
854,100471,5008,5
855,100223,5012,4
856,100243,5004,3
857,100127,5011,3
858,100153,5007,2
859,100201,5041,5
860,100209,5045,5
861,100075,5013,1
862,100187,5020,3
863,100190,5018,4
864,100321,5037,2
865,100176,5038,5
866,100318,5027,1
867,100169,5006,1
868,100082,5003,3
869,100379,5024,4
870,100301,5025,1
871,100492,5043,2
872,100074,5030,3
873,100210,5039,5
874,100241,5040,5
875,100153,5012,3
876,100300,5040,4
877,100071,5022,2
878,100131,5019,1
879,100394,5034,5
880,100253,5040,3
881,100463,5018,3
882,100321,5036,3
883,100305,5026,4
884,100401,5015,1
885,100172,5048,2
886,100173,5046,3
887,100058,5035,5
888,100040,5019,1
889,100286,5034,4
890,100188,5050,5
891,100404,5039,4
892,100108,5016,3
893,100217,5006,1
894,100274,5009,3
895,100159,5015,3
896,100366,5002,5
897,100264,5027,1
898,100483,5046,5
899,100052,5034,3
900,100012,5030,4
901,100166,5010,2
902,100406,5033,2
903,100492,5032,3
904,100371,5045,1
905,100274,5040,1
906,100312,5033,5
907,100401,5046,1
908,100040,5023,2
909,100033,5005,2
910,100388,5031,2
911,100164,5002,3
912,100332,5023,1
913,100382,5017,5
914,100013,5025,2
915,100076,5010,4
916,100451,5008,2
917,100139,5019,5
918,100296,5014,5
919,100466,5001,5
920,100236,5008,1
921,100099,5027,1
922,100231,5049,4
923,100429,5047,2
924,100229,5004,2
925,100087,5038,1
926,100083,5043,4
927,100117,5036,4
928,100289,5050,1
929,100436,5043,4
930,100427,5017,5
931,100376,5032,4
932,100059,5009,1
933,100292,5028,1
934,100104,5011,1
935,100095,5003,3
936,100038,5038,5
937,100216,5039,5
938,100188,5050,2
939,100493,5011,3
940,100227,5018,3
941,100457,5020,1
942,100023,5028,1
943,100215,5026,5
944,100140,5045,1
945,100335,5007,2
946,100207,5010,5
947,100064,5007,1
948,100487,5026,1
949,100378,5022,2
950,100401,5015,1
951,100156,5019,1
952,100309,5040,1
953,100040,5001,4
954,100035,5046,5
955,100077,5049,5
956,100205,5003,2
957,100026,5023,5
958,100447,5013,4
959,100017,5050,2
960,100035,5023,2
961,100266,5009,3
962,100009,5024,1
963,100227,5007,5
964,100041,5036,4
965,100110,5027,1
966,100008,5019,1
967,100197,5004,2
968,100415,5032,4
969,100186,5040,3
970,100055,5022,2
971,100108,5030,1
972,100221,5018,5
973,100415,5031,1
974,100308,5022,4
975,100413,5025,2
976,100403,5002,5
977,100060,5002,5
978,100174,5039,4
979,100298,5033,2
980,100238,5019,5
981,100162,5024,4
982,100368,5036,2
983,100102,5026,3
984,100323,5024,4
985,100483,5031,5
986,100210,5030,1
987,100298,5032,4
988,100218,5012,1
989,100011,5012,2
990,100351,5031,5
991,100275,5020,1
992,100025,5004,1
993,100338,5038,2
994,100395,5015,3
995,100081,5007,2
996,100203,5008,3
997,100428,5028,3
998,100345,5002,1
999,100366,5008,4
1000,100091,5040,3
1001,100173,5015,4
1002,100466,5028,4
1003,100167,5038,2
1004,100477,5011,3
1005,100447,5041,1
1006,100438,5013,1
1007,100200,5029,5
1008,100056,5047,3
1009,100136,5010,1
1010,100063,5018,3
1011,100407,5019,1
1012,100196,5031,4
1013,100030,5040,3
1014,100125,5015,3
1015,100168,5017,5
1016,100076,5017,3
1017,100027,5039,5
1018,100002,5024,3
1019,100416,5022,3
1020,100440,5017,4
1021,100367,5015,5
1022,100395,5004,1
1023,100190,5030,4
1024,100199,5014,2
1025,100441,5006,2
1026,100223,5049,5
1027,100199,5039,5
1028,100408,5043,2
1029,100018,5003,2
1030,100413,5026,3
1031,100015,5037,4
1032,100071,5028,1
1033,100406,5005,3
1034,100033,5041,5
1035,100236,5033,1
1036,100394,5034,4
1037,100429,5050,3
1038,100123,5024,1
1039,100268,5027,3
1040,100327,5029,3
1041,100273,5010,2
1042,100483,5036,2
1043,100214,5049,4
1044,100457,5002,3
1045,100446,5014,1
1046,100425,5005,5
1047,100422,5036,1
1048,100154,5041,2
1049,100262,5006,5
1050,100339,5037,4
1051,100368,5049,1
1052,100418,5045,4
1053,100081,5021,4
1054,100325,5040,1
1055,100265,5007,5
1056,100056,5032,1
1057,100281,5013,3
1058,100327,5010,3
1059,100226,5010,4
1060,100377,5050,2
1061,100450,5023,4
1062,100449,5008,3
1063,100303,5011,5
1064,100144,5031,3
1065,100315,5045,4
1066,100387,5006,3
1067,100261,5023,3
1068,100144,5040,1
1069,100309,5050,1
1070,100494,5044,1
1071,100326,5027,4
1072,100222,5036,2
1073,100083,5002,2
1074,100127,5003,3
1075,100133,5036,3
1076,100288,5011,3
1077,100487,5013,1
1078,100447,5006,2
1079,100222,5026,4
1080,100189,5030,3
1081,100230,5035,1
1082,100162,5013,3
1083,100435,5004,4
1084,100272,5009,4
1085,100422,5011,1
1086,100410,5030,5
1087,100222,5029,3
1088,100085,5028,2
1089,100106,5045,3
1090,100197,5023,2
1091,100079,5016,1
1092,100053,5027,3
1093,100451,5002,5
1094,100177,5028,2
1095,100203,5019,5
1096,100247,5026,5
1097,100093,5042,1
1098,100016,5034,5
1099,100130,5012,2
1100,100118,5047,3
1101,100082,5001,3
1102,100013,5013,2
1103,100020,5048,4
1104,100197,5004,4
1105,100281,5016,1
1106,100082,5025,4
1107,100278,5009,3
1108,100211,5020,3
1109,100226,5024,2
1110,100288,5035,3
1111,100201,5019,5
1112,100018,5038,1
1113,100254,5015,3
1114,100256,5032,3
1115,100093,5038,1
1116,100067,5033,4
1117,100148,5044,2
1118,100372,5019,4
1119,100006,5023,1
1120,100010,5022,2
1121,100160,5029,4
1122,100181,5005,4
1123,100051,5029,3
1124,100350,5039,1
1125,100229,5005,4
1126,100318,5047,4
1127,100391,5020,5
1128,100243,5045,4
1129,100124,5026,2
1130,100329,5020,2
1131,100425,5047,2
1132,100494,5029,3
1133,100184,5015,5
1134,100091,5014,4
1135,100254,5006,5
1136,100482,5002,5
1137,100472,5037,2
1138,100010,5050,3
1139,100130,5028,4
1140,100124,5010,1
1141,100075,5014,5
1142,100049,5040,1
1143,100223,5007,1
1144,100360,5012,5
1145,100227,5011,2
1146,100341,5037,2
1147,100042,5037,2
1148,100449,5050,2
1149,100138,5041,5
1150,100203,5007,1
1151,100021,5020,1
1152,100169,5047,5
1153,100462,5018,1
1154,100483,5026,4
1155,100099,5046,1
1156,100266,5032,5
1157,100256,5028,5
1158,100036,5018,2
1159,100086,5024,3
1160,100482,5009,3
1161,100070,5031,2
1162,100202,5048,1
1163,100371,5039,1
1164,100175,5010,3
1165,100026,5003,3
1166,100247,5045,5
1167,100259,5047,5
1168,100189,5030,1
1169,100302,5002,4
1170,100267,5027,5
1171,100471,5049,5
1172,100196,5034,1
1173,100212,5041,3
1174,100271,5009,3
1175,100079,5021,5
1176,100100,5041,4
1177,100396,5027,4
1178,100306,5050,5
1179,100369,5015,3
1180,100307,5037,4
1181,100289,5029,3
1182,100097,5035,2
1183,100152,5035,2
1184,100174,5037,2
1185,100284,5019,3
1186,100073,5035,3
1187,100439,5008,5
1188,100150,5039,2
1189,100133,5050,5
1190,100147,5010,1
1191,100087,5041,1
1192,100090,5050,2
1193,100236,5019,2
1194,100037,5001,5
1195,100269,5025,1
1196,100471,5030,4
1197,100329,5012,5
1198,100419,5006,3
1199,100401,5036,2
1200,100271,5017,3
